Marka;Nadwozie;Silnik;Kolor;Cena;Rok Zakupu;Plec Kupujacego;Wiek Kupujacego;Stan
BMW;Sedan;3.0;Srebrny;496879;2016;K;58;Wyoming
Honda;Hatch-back;2.0;Zielony;201650;2018;M;61;Colorado
Dodge;Minivan;4.0;Czerwony;222372;2012;K;35;Arkansas
Chevrolet;Pick-up;3.5;Czerwony;457778;2018;K;21;Michigan
Volkswagen;Sedan;1.5;Srebrny;34706;2013;K;41;Florida
Toyota;SUV;3.5;Niebieski;302336;2013;K;60;North Dakota
Chrysler;Cupe;4.5;Czerwony;274741;2018;M;51;Texas
Nissan;Pick-up;4.5;Fioletowy;70956;2010;K;55;Hawaii
Mercedes;Minivan;3.5;Szary;306486;2018;M;25;Arkansas
Volkswagen;Sedan;4.5;Czerwony;414703;2015;K;54;Minnesota
Dodge;Cupe;1.5;Fioletowy;340551;2014;M;42;Rhode Island
Ford;Minivan;4.5;Brazowy;454983;2008;K;49;Delaware
Audi;Minivan;2.5;Rozowy;147408;2018;M;44;California
Honda;Pick-up;4.0;Rozowy;467408;2020;K;29;Idaho
Toyota;Cupe;2.0;Bialy;99125;2016;M;39;Idaho
Ford;Minivan;4.0;Bialy;165873;2019;M;44;Ohio
Mercedes;Sedan;3.0;Zolty;377817;2009;K;55;Nebraska
Audi;Kabriolet;4.5;Rozowy;313023;2020;M;43;Delaware
Chrysler;Kabriolet;2.0;Fioletowy;453437;2016;K;39;Mississippi
Audi;Kabriolet;1.5;Czerwony;385776;2014;K;65;Oregon
Mercedes;Hatch-back;4.5;Srebrny;123665;2012;M;20;Texas
BMW;Cupe;4.0;Szary;498967;2020;K;52;South Dakota
Nissan;Kabriolet;3.0;Brazowy;163383;2014;M;51;Missouri
Ford;Hatch-back;3.5;Zolty;404137;2009;M;61;Minnesota
Nissan;Kombi;5.0;Fioletowy;192586;2012;M;31;Hawaii
BMW;Sedan;2.5;Szary;111890;2019;K;24;Illinois
BMW;Sedan;2.5;Rozowy;218204;2019;M;55;Nebraska
Honda;Pick-up;4.5;Bialy;380242;2009;K;32;Oregon
Chrysler;Minivan;2.0;Szary;252696;2018;K;62;New Jersey
Chevrolet;Kabriolet;3.0;Zielony;59542;2008;M;48;Colorado
Volkswagen;Minivan;4.0;Bialy;113309;2014;K;41;Maryland
Ford;Sedan;5.0;Szary;287701;2010;M;20;Wisconsin
Ford;SUV;4.0;Fioletowy;286090;2019;K;66;West Virginia
BMW;Cupe;2.0;Szary;136271;2012;M;47;Wyoming
Honda;Kombi;3.5;Czarny;411589;2015;K;33;Ohio
Toyota;Sedan;2.0;Brazowy;425998;2017;M;66;Minnesota
Toyota;Minivan;3.0;Bialy;194782;2019;M;54;New Hampshire
Dodge;Hatch-back;1.5;Brazowy;182545;2013;M;54;Delaware
Mercedes;Pick-up;2.0;Czerwony;488498;2017;K;26;Arizona
Ford;Sedan;5.0;Zolty;199066;2015;M;45;Iowa
Ford;Cupe;4.0;Niebieski;311387;2017;K;69;West Virginia
Ford;SUV;4.5;Brazowy;412730;2014;M;68;Virginia
Volkswagen;Hatch-back;3.5;Zolty;317914;2017;M;31;Texas
Chrysler;Kabriolet;4.5;Zolty;89912;2010;K;20;South Carolina
Nissan;Minivan;4.5;Czerwony;269368;2019;K;21;New Hampshire
Audi;Cupe;2.5;Zolty;459285;2011;K;23;Wisconsin
Toyota;Pick-up;3.0;Bialy;156160;2010;K;25;Indiana
Nissan;Pick-up;2.5;Niebieski;324436;2016;K;22;Indiana
Honda;Hatch-back;3.0;Szary;319916;2018;K;70;Arizona
Toyota;SUV;5.0;Zielony;403332;2016;M;48;Maine
Nissan;Sedan;3.5;Bialy;191762;2010;M;64;Alaska
Chrysler;Sedan;4.0;Srebrny;308918;2018;K;30;New Mexico
Cadilac;Cupe;2.0;Czerwony;127103;2010;M;34;Wisconsin
Dodge;Sedan;2.5;Czarny;357897;2018;K;69;Washington
Cadilac;Sedan;1.5;Brazowy;403959;2016;M;49;Maryland
Mercedes;Hatch-back;2.5;Bialy;138937;2008;K;24;South Dakota
Honda;Minivan;4.5;Bialy;40702;2010;K;57;Illinois
Mercedes;Sedan;2.5;Rozowy;225904;2010;K;43;Kentucky
Chevrolet;SUV;2.5;Fioletowy;204413;2009;M;55;Wisconsin
Toyota;Kabriolet;2.5;Brazowy;211013;2013;M;46;Texas
Audi;Kabriolet;3.5;Zielony;383084;2015;M;26;Oregon
Toyota;Cupe;3.0;Niebieski;376694;2017;K;23;Arizona
Nissan;Kombi;1.5;Szary;284039;2014;M;69;Connecticut
Volkswagen;Kabriolet;3.5;Czerwony;71703;2016;K;66;South Carolina
Chevrolet;Sedan;3.0;Zielony;241303;2020;M;24;Alaska
Honda;Minivan;4.5;Szary;493399;2012;K;42;Wisconsin
Ford;Kombi;1.5;Rozowy;54154;2019;K;29;Louisiana
Volkswagen;Minivan;5.0;Rozowy;282160;2017;K;22;Wyoming
Ford;Pick-up;4.5;Srebrny;241609;2012;M;27;New Mexico
Volkswagen;Sedan;3.0;Czarny;276491;2009;M;49;Wisconsin
Chevrolet;Hatch-back;4.5;Czarny;212671;2012;M;66;Nebraska
Dodge;Cupe;5.0;Zielony;390936;2019;M;54;Mississippi
Honda;SUV;4.0;Bialy;410334;2019;K;45;New York
Chrysler;Minivan;2.5;Brazowy;252638;2013;M;22;Kansas
Ford;Minivan;2.5;Bialy;159981;2019;M;54;New Hampshire
Audi;Kombi;5.0;Niebieski;91401;2015;K;30;Colorado
Audi;Sedan;4.5;Zolty;115537;2010;M;35;Nevada
Audi;Sedan;4.0;Zielony;187477;2014;K;42;Tennessee
Honda;Kabriolet;2.5;Rozowy;65399;2012;M;53;Texas
Audi;Sedan;4.5;Czerwony;495056;2020;M;39;Nevada
BMW;Hatch-back;3.0;Czerwony;264418;2014;K;27;Virginia
Chrysler;Cupe;3.5;Bialy;388876;2013;K;27;Oregon
Ford;Kombi;4.0;Rozowy;174295;2011;K;57;Montana
Dodge;Minivan;2.0;Brazowy;224187;2010;M;67;Texas
Chrysler;Hatch-back;3.5;Zielony;125227;2014;K;28;Alaska
Mercedes;Kabriolet;4.0;Srebrny;287127;2015;K;40;New Mexico
Dodge;Kombi;4.0;Brazowy;32093;2011;M;30;Mississippi
Audi;Hatch-back;4.5;Czarny;188003;2008;K;28;Hawaii
Cadilac;Kombi;2.5;Czerwony;426653;2012;M;64;Hawaii
Dodge;Kombi;4.5;Zielony;46459;2010;M;66;Washington
Ford;Hatch-back;2.5;Brazowy;396681;2010;K;65;Washington
Nissan;Kabriolet;3.5;Zolty;57813;2009;M;50;Arkansas
Mercedes;Kombi;1.5;Fioletowy;257341;2008;K;68;Arizona
Dodge;Cupe;3.5;Bialy;322429;2014;M;27;South Dakota
Audi;Sedan;3.0;Zielony;490893;2016;M;42;Washington
Chevrolet;Minivan;1.5;Zielony;102367;2015;M;30;Colorado
Audi;Pick-up;2.0;Bialy;308623;2011;M;65;Tennessee
Honda;Kabriolet;4.5;Brazowy;399879;2020;K;24;Louisiana
Nissan;Cupe;2.0;Fioletowy;45787;2014;M;49;Rhode Island
Dodge;Minivan;3.5;Rozowy;56774;2015;K;41;Oklahoma
Chevrolet;Kombi;4.5;Zielony;444710;2017;M;25;Mississippi
Toyota;Sedan;5.0;Czarny;342720;2015;M;65;Louisiana
Nissan;SUV;3.5;Szary;291013;2016;K;30;Rhode Island
Nissan;Hatch-back;1.5;Rozowy;240407;2009;M;64;Arkansas
Dodge;SUV;5.0;Brazowy;377625;2011;K;38;DC
BMW;Kabriolet;5.0;Szary;234545;2013;K;55;West Virginia
Nissan;Hatch-back;2.0;Rozowy;389868;2009;M;20;Kentucky
Nissan;SUV;1.5;Fioletowy;157426;2019;M;66;Florida
Cadilac;Minivan;1.5;Szary;319014;2014;K;35;Illinois
Cadilac;Hatch-back;3.0;Rozowy;197596;2017;K;65;Nebraska
Honda;Sedan;2.5;Rozowy;210328;2011;K;64;DC
Mercedes;Pick-up;4.5;Bialy;461255;2008;M;43;Ohio
Dodge;Minivan;2.5;Czerwony;329921;2015;M;39;Illinois
Chrysler;Hatch-back;4.5;Niebieski;460472;2014;M;43;Texas
Chevrolet;Kabriolet;3.0;Srebrny;369542;2010;M;25;Georgia
Honda;Cupe;3.5;Bialy;411237;2015;K;32;Colorado
Nissan;Minivan;5.0;Czerwony;338644;2017;M;40;Illinois
Cadilac;Hatch-back;5.0;Czarny;219589;2016;M;25;Montana
Dodge;Kabriolet;2.0;Rozowy;422728;2010;K;35;Alaska
Mercedes;Kombi;4.0;Zolty;82323;2019;K;52;Virginia
Chrysler;Minivan;4.5;Brazowy;199899;2009;M;58;New Jersey
Audi;Hatch-back;2.0;Szary;264166;2014;K;67;Utah
Dodge;Kabriolet;1.5;Niebieski;35172;2010;M;20;Connecticut
Chrysler;Kombi;2.5;Zolty;134658;2016;K;34;New Mexico
Toyota;Kabriolet;3.5;Czarny;49698;2013;K;70;Mississippi
Mercedes;Kombi;2.0;Rozowy;179515;2010;K;37;Arizona
BMW;Kombi;1.5;Rozowy;349463;2013;M;68;Wisconsin
Chevrolet;Minivan;2.0;Zielony;327027;2012;M;57;Alabama
Chevrolet;Hatch-back;2.0;Czerwony;206637;2020;K;60;DC
Chrysler;Kombi;1.5;Czerwony;94641;2010;K;57;Montana
Nissan;Sedan;4.5;Srebrny;491309;2016;M;52;Michigan
Mercedes;SUV;2.0;Niebieski;206407;2020;K;37;West Virginia
Cadilac;Sedan;3.0;Niebieski;459119;2008;K;65;West Virginia
Ford;Kabriolet;4.0;Fioletowy;68119;2016;M;37;Nebraska
Audi;Kombi;1.5;Czerwony;240841;2014;K;41;Pennsylvania
Volkswagen;Minivan;4.0;Szary;58149;2015;K;37;Colorado
Nissan;Kabriolet;1.5;Zielony;82506;2011;M;70;Arizona
Mercedes;Kombi;1.5;Brazowy;326830;2015;M;46;Arkansas
Cadilac;Sedan;4.5;Fioletowy;230185;2010;M;22;Wyoming
Audi;Sedan;4.0;Fioletowy;101934;2016;K;45;Georgia
Honda;Hatch-back;2.0;Szary;421445;2015;K;32;Louisiana
Audi;Sedan;1.5;Rozowy;149055;2012;K;46;Ohio
Ford;Kabriolet;5.0;Zolty;312282;2009;K;61;Mississippi
BMW;Pick-up;3.0;Zolty;178135;2018;K;60;South Dakota
Chevrolet;SUV;2.5;Fioletowy;272372;2014;K;40;Indiana
Nissan;Sedan;2.0;Rozowy;396920;2017;M;61;California
Mercedes;Sedan;4.5;Zolty;189761;2011;K;29;Texas
Dodge;Minivan;4.0;Czerwony;383641;2014;M;50;Montana
Volkswagen;Cupe;3.5;Czerwony;115944;2016;K;35;Connecticut
Nissan;SUV;1.5;Rozowy;80036;2019;M;55;Montana
Ford;Hatch-back;4.0;Fioletowy;494288;2019;M;53;Kentucky
Toyota;Sedan;2.5;Zielony;155919;2020;M;59;Missouri
Cadilac;Hatch-back;2.0;Czarny;192476;2015;M;28;Utah
Dodge;Kabriolet;1.5;Fioletowy;449257;2018;K;22;Rhode Island
Audi;Cupe;1.5;Fioletowy;365330;2011;K;54;Virginia
Chrysler;Sedan;3.0;Niebieski;100308;2010;M;68;Alaska
Mercedes;Pick-up;3.0;Szary;281576;2008;K;20;Colorado
Toyota;Kabriolet;2.0;Fioletowy;213982;2013;M;70;Maryland
Nissan;Minivan;4.5;Fioletowy;453411;2009;K;22;Maine
BMW;SUV;2.0;Zolty;433937;2012;K;56;Indiana
Ford;Kabriolet;1.5;Bialy;178681;2019;M;44;Virginia
Cadilac;Sedan;2.5;Rozowy;282619;2020;M;53;Tennessee
Audi;Minivan;4.0;Szary;328259;2009;M;65;New Hampshire
Volkswagen;SUV;2.0;Czarny;166529;2013;K;54;Minnesota
Honda;Sedan;4.5;Niebieski;397463;2017;M;62;Nebraska
Chevrolet;Kombi;4.0;Brazowy;403159;2013;M;37;North Dakota
Dodge;Minivan;3.5;Bialy;461666;2016;M;64;Nevada
Nissan;Sedan;5.0;Brazowy;102499;2016;K;62;Pennsylvania
BMW;Kabriolet;4.0;Czerwony;183749;2011;K;31;Connecticut
Honda;Kombi;5.0;Brazowy;145815;2019;M;22;Alaska
Cadilac;Kabriolet;1.5;Szary;134540;2015;M;60;Mississippi
Honda;Kabriolet;2.0;Zolty;199648;2020;M;51;Georgia
Dodge;SUV;3.0;Bialy;115307;2008;K;56;DC
Toyota;SUV;5.0;Czerwony;271660;2013;K;22;Maryland
Chevrolet;SUV;4.0;Fioletowy;400291;2019;K;25;Wyoming
Ford;Cupe;2.5;Bialy;313719;2014;M;26;North Dakota
Chevrolet;Sedan;4.0;Brazowy;352189;2014;M;60;South Carolina
Audi;SUV;3.0;Zolty;394292;2013;M;53;Minnesota
Audi;Minivan;5.0;Rozowy;353250;2019;K;46;Maine
Volkswagen;Pick-up;4.0;Niebieski;254760;2011;M;66;Connecticut
Chevrolet;SUV;4.5;Rozowy;175893;2008;M;70;Arkansas
Audi;Pick-up;2.0;Fioletowy;110653;2020;M;22;Indiana
Chevrolet;Cupe;3.0;Czerwony;96288;2010;M;46;South Dakota
Chrysler;SUV;1.5;Czerwony;339892;2014;K;59;Michigan
Cadilac;Kombi;1.5;Fioletowy;199047;2019;K;30;Georgia
Volkswagen;Kabriolet;1.5;Brazowy;380570;2011;M;43;Montana
Chrysler;Kombi;4.5;Srebrny;63319;2010;K;31;Georgia
Ford;Sedan;3.0;Zolty;189927;2018;K;63;Connecticut
Mercedes;Cupe;2.0;Fioletowy;351901;2011;K;38;Connecticut
Dodge;Kombi;3.0;Srebrny;385277;2008;K;55;Michigan
Audi;Sedan;2.0;Fioletowy;220187;2015;K;55;South Dakota
Dodge;Pick-up;3.5;Czarny;427074;2010;K;30;South Dakota
BMW;Minivan;3.0;Srebrny;479239;2017;M;31;Hawaii
Honda;Sedan;3.0;Srebrny;169335;2017;M;21;Rhode Island
Cadilac;SUV;3.0;Niebieski;220019;2011;K;47;Maine
Chevrolet;Pick-up;2.5;Czarny;408868;2018;M;25;South Dakota
Audi;Hatch-back;4.5;Szary;122511;2011;K;41;Kentucky
Volkswagen;Pick-up;3.0;Brazowy;186104;2012;M;24;West Virginia
BMW;SUV;4.5;Srebrny;83442;2014;M;47;Delaware
Volkswagen;Minivan;4.0;Zielony;79249;2012;M;62;Tennessee
Toyota;Sedan;4.0;Zolty;496004;2018;M;37;Colorado
Chevrolet;Pick-up;3.5;Bialy;225440;2012;K;37;Massachusetts
Volkswagen;Kombi;3.0;Srebrny;103003;2016;M;51;Vermont
Nissan;Sedan;1.5;Rozowy;231431;2009;K;59;North Carolina
Cadilac;Sedan;5.0;Zolty;287742;2013;K;33;Maryland
Dodge;Sedan;1.5;Srebrny;498767;2017;M;30;Kansas
Cadilac;Minivan;2.5;Zolty;58687;2020;K;55;North Carolina
Mercedes;Minivan;4.0;Fioletowy;379781;2011;K;47;Minnesota
Volkswagen;SUV;3.5;Niebieski;399447;2016;K;51;Rhode Island
Mercedes;Cupe;2.0;Czerwony;169347;2017;M;60;Idaho
Chrysler;Cupe;2.0;Czerwony;473761;2010;K;20;Nebraska
Ford;SUV;1.5;Brazowy;217915;2016;K;41;Mississippi
Ford;Kabriolet;2.5;Fioletowy;374286;2008;M;20;Rhode Island
Cadilac;Pick-up;3.5;Brazowy;429337;2009;K;39;Indiana
Toyota;SUV;4.5;Czerwony;462489;2018;M;47;South Dakota
Honda;Sedan;3.0;Srebrny;346552;2008;M;26;New Jersey
Honda;SUV;3.0;Brazowy;395498;2010;M;54;Alabama
Chevrolet;Minivan;5.0;Niebieski;382559;2013;M;25;Minnesota
Nissan;Pick-up;2.5;Fioletowy;377277;2018;K;49;Kansas
BMW;Pick-up;3.5;Niebieski;45191;2012;M;44;North Carolina
Mercedes;Hatch-back;5.0;Czarny;304149;2019;M;22;New Jersey
Nissan;Pick-up;4.5;Czerwony;411286;2014;K;42;Idaho
Chrysler;Sedan;2.5;Bialy;165318;2020;K;67;Mississippi
Dodge;Cupe;3.0;Rozowy;300476;2020;M;64;Rhode Island
Honda;Cupe;2.0;Fioletowy;425069;2016;M;51;Oklahoma
Ford;Minivan;3.5;Fioletowy;276331;2013;M;28;North Carolina
BMW;SUV;4.0;Srebrny;407071;2010;M;32;Arizona
Audi;Kabriolet;2.5;Zielony;55693;2013;K;65;Tennessee
Volkswagen;Kombi;2.5;Niebieski;268477;2011;K;31;Vermont
Chrysler;SUV;4.0;Zielony;110083;2018;M;36;Kentucky
BMW;Sedan;4.0;Srebrny;367789;2011;M;46;Illinois
Honda;Pick-up;3.0;Szary;474111;2016;K;62;Wisconsin
Ford;Kombi;3.0;Srebrny;79503;2011;K;35;Washington
Toyota;Pick-up;5.0;Srebrny;393598;2014;K;40;Oklahoma
Nissan;Pick-up;2.5;Brazowy;387707;2009;K;29;Utah
Chrysler;SUV;3.0;Zolty;439393;2014;K;60;Nevada
Mercedes;SUV;2.0;Szary;486440;2018;M;30;New York
Volkswagen;Sedan;5.0;Bialy;457217;2016;K;38;Iowa
Toyota;Sedan;1.5;Zielony;322530;2012;M;43;Nevada
Chevrolet;Sedan;2.0;Niebieski;204564;2018;M;62;Montana
Audi;Kabriolet;4.0;Brazowy;202416;2019;K;57;Nevada
Honda;Kabriolet;2.0;Szary;374578;2016;M;48;Indiana
Toyota;Sedan;4.0;Niebieski;94733;2011;M;60;Delaware
Volkswagen;Hatch-back;1.5;Rozowy;293311;2019;K;22;Montana
Cadilac;Sedan;5.0;Czarny;261236;2020;M;48;Ohio
Ford;SUV;2.0;Fioletowy;241480;2008;M;28;Arkansas
Nissan;Sedan;3.5;Srebrny;303910;2012;K;29;Hawaii
Chrysler;Minivan;2.0;Rozowy;72112;2014;M;64;Georgia
Volkswagen;SUV;2.5;Czerwony;351251;2017;M;22;Arizona
Honda;Kombi;2.5;Bialy;183631;2008;K;66;Oklahoma
Mercedes;Pick-up;2.5;Bialy;462684;2020;M;30;Nebraska
Nissan;Hatch-back;5.0;Niebieski;94910;2008;M;57;Alabama
Chevrolet;Kombi;2.0;Niebieski;154578;2019;K;44;New York
Nissan;Pick-up;1.5;Srebrny;191368;2017;K;69;Idaho
Volkswagen;Kombi;1.5;Czerwony;165788;2014;M;22;North Dakota
Nissan;Sedan;3.0;Bialy;483362;2013;M;52;New York
Dodge;Pick-up;2.0;Fioletowy;485789;2018;M;26;Kentucky
Mercedes;Sedan;4.0;Niebieski;170422;2019;K;22;DC
Audi;Kombi;2.5;Zolty;314327;2018;K;68;DC
Chrysler;Hatch-back;4.5;Zolty;395987;2014;K;59;Colorado
Audi;Hatch-back;2.0;Szary;168165;2010;K;56;Kentucky
BMW;Hatch-back;1.5;Srebrny;395198;2019;K;22;New Jersey
Cadilac;Minivan;4.0;Rozowy;223666;2018;M;33;Texas
Chevrolet;Pick-up;2.5;Fioletowy;35270;2009;K;42;North Dakota
Cadilac;Cupe;1.5;Czarny;147438;2013;K;26;Oregon
BMW;Pick-up;1.5;Zolty;461942;2020;M;60;South Dakota
Chevrolet;Minivan;2.0;Srebrny;299323;2020;M;60;Alaska
Cadilac;Sedan;5.0;Szary;484898;2015;M;24;Nebraska
Chrysler;SUV;1.5;Czarny;416783;2017;M;39;Alaska
Dodge;Minivan;2.0;Zolty;220680;2013;K;39;Hawaii
Audi;Pick-up;5.0;Niebieski;475246;2009;M;69;New York
Chrysler;Minivan;3.0;Brazowy;171003;2013;M;54;Wyoming
Mercedes;Sedan;4.0;Srebrny;320426;2020;M;61;Pennsylvania
Cadilac;Hatch-back;3.0;Niebieski;434882;2012;M;61;Nebraska
Cadilac;Pick-up;4.5;Zolty;82355;2020;K;23;Tennessee
Chrysler;Kombi;3.0;Bialy;105980;2019;M;24;Nevada
Dodge;Sedan;1.5;Czerwony;115309;2009;M;44;Connecticut
Chrysler;Sedan;4.0;Bialy;408276;2011;K;56;Texas
Toyota;Cupe;4.5;Bialy;157559;2020;K;62;DC
Volkswagen;Minivan;3.0;Zielony;118995;2019;K;31;Nevada
Dodge;Kombi;5.0;Zielony;416146;2016;K;43;Maryland
Mercedes;Sedan;3.5;Szary;483847;2011;M;29;Nebraska
Cadilac;SUV;3.5;Bialy;248964;2013;M;54;Kansas
Audi;Sedan;2.5;Zolty;437218;2020;K;24;Maryland
Ford;Sedan;2.0;Bialy;492704;2019;M;21;Minnesota
Toyota;Minivan;2.5;Zolty;357787;2020;K;50;Oklahoma
Chevrolet;Pick-up;4.0;Brazowy;289162;2020;K;49;Maryland
Cadilac;Cupe;3.0;Zolty;308016;2016;K;60;New Hampshire
Volkswagen;Hatch-back;4.5;Zolty;131571;2011;K;67;New York
Toyota;Kombi;2.5;Rozowy;238028;2016;M;68;Rhode Island
Toyota;Sedan;3.0;Szary;305635;2014;M;53;Georgia
Volkswagen;Minivan;1.5;Szary;406020;2019;K;57;Arizona
Volkswagen;Kabriolet;1.5;Zolty;88757;2016;M;44;Rhode Island
Volkswagen;Sedan;1.5;Zielony;417590;2011;K;57;Virginia
Ford;Minivan;3.5;Czerwony;408810;2011;M;46;Mississippi
Nissan;Sedan;4.0;Zolty;456108;2012;K;20;Rhode Island
BMW;Hatch-back;4.0;Czarny;354744;2010;K;42;Washington
Chrysler;Minivan;5.0;Czarny;70179;2013;M;33;Delaware
Chevrolet;Pick-up;3.0;Niebieski;426894;2015;K;51;Rhode Island
Mercedes;Hatch-back;4.5;Czerwony;100940;2019;K;23;Alaska
Honda;Kombi;4.0;Czerwony;469295;2008;K;51;Kansas
Mercedes;Kombi;4.5;Zielony;380234;2013;M;54;Utah
Mercedes;Sedan;2.0;Fioletowy;207058;2014;K;20;Washington
BMW;Kabriolet;4.0;Bialy;193981;2018;M;52;Massachusetts
Mercedes;Minivan;3.5;Fioletowy;174811;2008;K;25;Georgia
Chrysler;Sedan;1.5;Zolty;209380;2013;K;41;Iowa
Ford;Cupe;5.0;Czerwony;90631;2019;M;26;Maryland
Ford;Kabriolet;1.5;Czarny;447025;2009;K;25;Missouri
Chevrolet;Sedan;1.5;Brazowy;163386;2008;K;66;Arkansas
Dodge;Sedan;5.0;Srebrny;149023;2018;K;41;West Virginia
Nissan;Hatch-back;2.0;Zielony;395472;2017;K;65;Colorado
Chrysler;Cupe;5.0;Czerwony;270513;2011;M;62;New Mexico
Cadilac;Cupe;4.0;Bialy;151158;2008;K;21;Wisconsin
Mercedes;Kombi;4.5;Szary;293761;2011;K;63;New Hampshire
Dodge;Minivan;4.0;Zolty;162728;2009;K;37;Maryland
Cadilac;Minivan;4.5;Brazowy;56022;2020;K;55;California
Ford;Pick-up;3.5;Zielony;361283;2012;K;61;Wyoming
Volkswagen;Minivan;4.0;Czerwony;98654;2008;M;35;South Dakota
Nissan;Sedan;1.5;Czarny;490849;2012;K;26;Montana
Ford;Cupe;2.0;Rozowy;424958;2019;M;35;Alabama
Cadilac;Pick-up;4.5;Czarny;37925;2015;K;68;Utah
Chevrolet;Pick-up;4.0;Zolty;371738;2009;K;44;Alaska
Cadilac;Hatch-back;5.0;Zielony;433842;2010;M;53;Missouri
Nissan;SUV;2.5;Czerwony;204058;2020;M;60;Tennessee
Honda;SUV;4.0;Zolty;457044;2013;K;59;Texas
BMW;Minivan;1.5;Rozowy;480732;2015;K;63;Mississippi
Audi;SUV;2.5;Czerwony;454591;2016;K;58;DC
Dodge;Kabriolet;4.0;Czerwony;282920;2009;K;44;Ohio
Dodge;Sedan;4.5;Zielony;390289;2015;K;67;Tennessee
Audi;Cupe;5.0;Niebieski;381754;2014;M;55;South Dakota
Volkswagen;Kabriolet;3.5;Rozowy;484948;2009;M;33;Texas
Dodge;Kabriolet;1.5;Niebieski;469526;2018;M;38;New Jersey
Cadilac;Hatch-back;4.0;Bialy;154092;2013;K;21;Ohio
Honda;SUV;3.0;Czerwony;147815;2011;M;52;Oregon
Nissan;Kabriolet;1.5;Zielony;436681;2018;K;33;Wisconsin
Toyota;Pick-up;2.0;Szary;272925;2010;M;67;Massachusetts
Cadilac;Kombi;3.0;Fioletowy;304168;2017;K;24;Virginia
Mercedes;Sedan;1.5;Czerwony;63260;2020;K;64;Michigan
Cadilac;Kombi;3.5;Niebieski;438253;2009;M;21;Kentucky
Chevrolet;Sedan;3.5;Zolty;219091;2017;K;24;Kansas
Chevrolet;Kombi;3.5;Czarny;478625;2017;M;20;New Jersey
Cadilac;Minivan;4.0;Zielony;85164;2012;M;25;Mississippi
Chevrolet;Minivan;1.5;Zolty;172436;2016;K;28;Arkansas
Volkswagen;Sedan;2.5;Brazowy;52002;2011;M;56;Missouri
Volkswagen;Sedan;3.5;Bialy;405700;2010;K;55;Colorado
Nissan;Hatch-back;4.5;Zielony;164633;2014;K;31;Michigan
Dodge;Sedan;2.0;Niebieski;45806;2013;K;36;Texas
Chrysler;Minivan;5.0;Fioletowy;451518;2016;M;50;New Mexico
Nissan;Kombi;5.0;Srebrny;255195;2010;M;38;Connecticut
Chrysler;Sedan;2.0;Czarny;245717;2018;M;39;Arizona
Ford;Sedan;2.0;Szary;358572;2016;K;63;Missouri
BMW;Sedan;3.5;Czerwony;148073;2008;M;66;North Dakota
Nissan;Minivan;3.0;Szary;387161;2019;K;56;New Hampshire
Toyota;SUV;3.0;Fioletowy;461108;2010;M;63;Rhode Island
Chevrolet;Cupe;1.5;Czerwony;289918;2008;K;59;Illinois
Ford;Kabriolet;5.0;Brazowy;218305;2017;M;25;Louisiana
Cadilac;Kabriolet;2.5;Niebieski;132838;2008;M;27;South Dakota
Mercedes;Sedan;1.5;Zolty;203502;2015;K;21;South Carolina
Mercedes;Cupe;2.0;Czerwony;448648;2017;M;45;North Dakota
Dodge;Sedan;2.0;Brazowy;212648;2009;K;57;Alabama
Toyota;Sedan;2.5;Brazowy;303373;2010;K;59;Connecticut
Ford;Sedan;3.0;Fioletowy;73477;2013;K;24;Florida
Dodge;Kabriolet;4.0;Srebrny;389558;2014;K;56;South Carolina
Honda;Kombi;2.5;Szary;440305;2012;M;57;Pennsylvania
Chevrolet;Hatch-back;4.0;Czarny;498103;2009;M;70;Colorado
Mercedes;Minivan;1.5;Bialy;250023;2011;K;24;Arizona
Audi;Pick-up;5.0;Czerwony;95062;2015;M;45;Oregon
Volkswagen;SUV;3.0;Szary;474875;2016;M;62;Texas
Volkswagen;Cupe;2.0;Rozowy;274728;2013;K;45;Florida
Ford;Cupe;4.0;Czarny;329635;2020;K;59;New York
Dodge;Hatch-back;4.5;Czerwony;135368;2019;K;30;Alaska
Honda;Cupe;5.0;Zolty;339688;2018;K;52;Arizona
Ford;Minivan;1.5;Czerwony;183299;2011;M;70;Vermont
Chevrolet;Pick-up;2.5;Bialy;48329;2010;M;55;New Hampshire
Audi;Sedan;4.5;Zielony;470430;2020;K;29;Connecticut
Audi;Sedan;1.5;Bialy;378950;2013;M;67;South Dakota
Honda;Cupe;4.5;Rozowy;122494;2019;K;67;Iowa
Mercedes;Kabriolet;2.5;Srebrny;326385;2014;K;56;Hawaii
Volkswagen;Minivan;2.5;Fioletowy;68533;2015;K;42;Florida
Chrysler;Sedan;3.5;Czarny;464353;2016;M;51;North Carolina
Toyota;Kabriolet;2.5;Brazowy;48172;2009;M;23;Connecticut
Mercedes;SUV;3.5;Brazowy;392813;2014;M;68;Connecticut
Audi;Pick-up;4.0;Srebrny;472507;2019;M;21;Washington
Dodge;Kombi;1.5;Bialy;389860;2013;M;46;New Hampshire
Mercedes;Kabriolet;2.5;Bialy;485221;2008;K;23;Oregon
Cadilac;Sedan;3.5;Srebrny;143524;2009;M;59;Colorado
Chevrolet;Sedan;2.5;Fioletowy;166841;2011;M;41;Iowa
Dodge;Hatch-back;4.5;Szary;56317;2016;M;64;Maryland
Ford;Kabriolet;2.5;Szary;156219;2017;M;41;Illinois
Audi;Pick-up;3.0;Bialy;261927;2015;K;58;New Mexico
